Basin,Geounit,Country,FacilityNamewithFacilityID,BusinessLine,ModelID,SerialNo,CalibrationFrequencyinMonth,DateofLastCalibrationTest,CalibrationComplianceIndicator,LeakTestFrequencyinMonth,DateofLastLeakTest,LeakTestComplianceIndicator,LastLeakTestResultRecorded,LeakTestResultComplianceIndicator,ConfirmationInventoryFrequency,Dateoflastconfirmationinvtest,Dateofnextconfirmationinvtest,PhotoInventoryFrequency,DateofLastPhotoInvtest,DateofNextPhotoInvtest,ConfirmationPhotoComplianceIndicator,Located,PhysicalLocation,PAUControlSite
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5190B-S,B7672,,(No Record),Non Compliance,36 Month,2022-05-09,Compliance,2022-08-24,Compliance,3Month,2023-02-24,2023-05-24,12Month,2022-04-21,2023-04-21,Action Needed,Naga Biru,Job,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5190B-S,B7770,,(No Record),Non Compliance,36 Month,2022-05-09,Compliance,2022-08-23,Compliance,3Month,2023-02-24,2023-05-24,12Month,2022-04-21,2023-04-21,Action Needed,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5190B-S,B7807,,(No Record),Non Compliance,36 Month,2020-03-11,Non Compliance,2020-03-29,Compliance,3Month,2023-01-13,2023-04-13,12Month,2022-04-21,2023-04-21,Action Needed,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5192B-NS,B6752,,(No Record),Non Compliance,36 Month,2022-05-09,Compliance,2022-08-22,Compliance,3Month,2023-02-24,2023-05-24,12Month,2022-04-21,2023-04-21,Action Needed,Naga Biru,Job,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5192B-NS,B6895,,(No Record),Non Compliance,36 Month,2020-10-28,Compliance,2020-11-13,Compliance,3Month,2022-12-05,2023-03-05,12Month,2022-03-24,2023-03-24,Non Compliance,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5192B-NS,B7235-5192,,(No Record),Non Compliance,36 Month,2022-09-27,Compliance,2022-09-27,Compliance,3Month,2022-12-05,2023-03-05,12Month,2022-03-24,2023-03-24,Non Compliance,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5192B-NS,B7433,,(No Record),Non Compliance,36 Month,2022-05-09,Compliance,2022-08-23,Compliance,3Month,2023-02-24,2023-05-24,12Month,2022-03-24,2023-03-24,Non Compliance,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5192B-NS,B7434,,(No Record),Non Compliance,36 Month,2022-05-09,Compliance,2022-08-23,Compliance,3Month,2023-02-24,2023-05-24,12Month,2022-03-24,2023-03-24,Non Compliance,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5192B-NS,B7495,,(No Record),Non Compliance,36 Month,2020-03-19,Non Compliance,2020-03-29,Compliance,3Month,2022-12-05,2023-03-05,12Month,2022-03-24,2023-03-24,Non Compliance,BPN RAD PIT,Shop,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,RPS,TN5192B-NS,B7496,,(No Record),Non Compliance,36 Month,2020-03-11,Non Compliance,2020-03-29,Compliance,3Month,2022-12-05,2023-03-05,12Month,2022-03-24,2023-03-24,Non Compliance,3rd party Cal,CA,IDBP-FST
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-602-2174,Q5-122,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-05-09,(Not Applicable),,2022-05-09,(Not Applicable),Not Applicable,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-602-2174,Q5-125,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-07-14,(Not Applicable),,2022-05-27,(Not Applicable),Not Applicable,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-602-2174,S3-748,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-05-09,(Not Applicable),,2022-03-20,(Not Applicable),Not Applicable,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H343123,D4-436,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,6Month,2022-11-24,2023-05-24,12Month,2022-11-24,2023-11-24,Compliance,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H343123,D6-294,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,6Month,2022-11-24,2023-05-24,12Month,2022-11-24,2023-11-24,Compliance,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H343123,E2-935,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,6Month,2022-11-24,2023-05-24,12Month,2022-11-24,2023-11-24,Compliance,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H343123,E2-941,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,6Month,2022-11-24,2023-05-24,12Month,2022-11-24,2023-11-24,Compliance,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H343123,E6-766,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,6Month,2022-11-24,2023-05-24,12Month,2022-11-24,2023-11-24,Compliance,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H343123,E6-768,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,6Month,2022-11-24,2023-05-24,12Month,2022-11-24,2023-11-24,Compliance,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H343123,J5-173,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,6Month,2023-03-22,2023-09-22,12Month,2023-03-22,2024-03-22,Compliance,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H343123,T6-274,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,6Month,2023-01-18,2023-07-18,12Month,2022-12-08,2023-12-08,Compliance,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,A7-578,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-04-28,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - RA Cabinet,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,A8-420,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-04-28,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - RA Cabinet,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,A8-421,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-04-28,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - RA Cabinet,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,A9-131,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-04-28,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - RA Cabinet,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,C5-719,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-04-28,(Not Applicable),,2020-10-08,(Not Applicable),Not Applicable,RIBTLM - Inspection RONG Rack,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,D4-162,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-05-18,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - RA Cabinet,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,D9-915,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-04-28,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - RA Cabinet,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,E1-806,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-04-28,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - RA Cabinet,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,E3-534,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-04-28,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - RA Cabinet,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,E9-174,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-04-28,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - RA Cabinet,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,G7-378,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-05-18,(Not Applicable),,2018-10-12,(Not Applicable),Not Applicable,RIBTLM - Calibration Area,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,H9—778,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-08-30,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM- Lab LWD bench,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,I2-084,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2023-03-12,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,I3-904,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2023-01-04,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - Inspection RONG Rack,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,I4-787,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2023-02-21,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,I7-282,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2023-02-16,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,I9-226,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-09-02,(Not Applicable),,2019-04-08,(Not Applicable),Not Applicable,RIBTLM - Inspection RONG Rack,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,J3-024,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-12-12,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - Inspection RONG Rack,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,QQ-990,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-04-28,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - RA Cabinet,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,QQ-993,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-04-28,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - RA Cabinet,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,RR-005,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-04-28,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - RA Cabinet,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,RR-746,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-04-28,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - RA Cabinet,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,S2-160,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2023-03-20,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,S2-161,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2023-02-09,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,T5-487,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2023-02-03,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RIBTLM - Inspection RONG Rack,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,T5-495,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-12-05,(Not Applicable),,2021-07-05,(Not Applicable),Not Applicable,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,EQ-H619737,T8-165,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2023-03-28,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,GGLS-DA,A2709,,(No Record),Non Compliance,6 Month,(No Record),Compliance,2023-02-25,,3Month,2023-02-23,2023-05-23,12Month,2022-12-16,2023-12-16,Compliance,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,GGLS-DA,A2713,,(No Record),Non Compliance,6 Month,2022-10-20,Action Needed,2023-02-23,Compliance,3Month,2023-02-21,2023-05-21,12Month,2022-10-20,2023-10-20,Compliance,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,GSR-D,002-0906,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-01-23,2023-04-23,12Month,2022-07-06,2023-07-06,Action Needed,RIBTLM - Calibration Area,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,GSR-D,003-0906,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-01-23,2023-04-23,12Month,2022-07-06,2023-07-06,Action Needed,RIBTLM - Calibration Area,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,GSR-D,070-19,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-01-23,2023-04-23,12Month,2022-07-06,2023-07-06,Action Needed,RIBTLM - Calibration Area,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,GSR-D,50/10,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-01-23,2023-04-23,12Month,2022-07-06,2023-07-06,Action Needed,RIBTLM - Calibration Area,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,GSR-Z,A2346,,(No Record),Non Compliance,6 Month,2022-10-14,Action Needed,2022-10-18,Compliance,3Month,2023-01-23,2023-04-23,12Month,2022-10-14,2023-10-14,Action Needed,RIBTLM - Calibration Area,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,GSR-Z,A3317,,(No Record),Non Compliance,6 Month,2022-12-05,Compliance,2023-02-22,Compliance,3Month,2023-02-16,2023-05-16,12Month,2022-12-05,2023-12-05,Compliance,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,GSR-ZC,A2208,,(No Record),Non Compliance,6 Month,2023-03-02,Compliance,2023-03-10,Compliance,3Month,2023-03-02,2023-06-02,12Month,2022-04-04,2023-04-04,Critical,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,GSR-ZC,A2296,,(No Record),Non Compliance,6 Month,2022-12-04,Compliance,2023-03-01,Compliance,3Month,2023-02-23,2023-05-23,12Month,2022-06-21,2023-06-21,Compliance,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,GSR-ZC,A2306,,(No Record),Non Compliance,6 Month,2022-10-13,Action Needed,2023-02-22,Compliance,3Month,2023-02-21,2023-05-21,12Month,2022-10-13,2023-10-13,Compliance,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,GSR-ZC,A2763,,(No Record),Non Compliance,6 Month,2022-10-13,Action Needed,2023-03-01,Compliance,3Month,2023-02-28,2023-05-31,12Month,2022-07-05,2023-07-05,Compliance,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,GSR-ZC,A3048,,(No Record),Non Compliance,6 Month,2021-12-26,Non Compliance,2023-03-21,Compliance,3Month,2023-03-20,2023-06-20,12Month,2022-04-20,2023-04-20,Action Needed,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,GSR-ZC,A3114,,(No Record),Non Compliance,6 Month,2023-02-14,Compliance,2023-02-15,Compliance,3Month,2023-02-14,2023-05-14,12Month,2023-02-14,2024-02-14,Compliance,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,GSR-ZC,A3133,,(No Record),Non Compliance,6 Month,2022-12-13,Compliance,2023-03-05,Compliance,3Month,2023-03-02,2023-06-02,12Month,2022-12-13,2023-12-13,Compliance,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,NSR-G,C520,,(No Record),Non Compliance,6 Month,2023-03-02,Compliance,2023-03-03,Compliance,3Month,2023-03-02,2023-06-02,12Month,2023-03-02,2024-03-02,Compliance,RIBTLM - Calibration Area,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,NSR-M,A244,,(No Record),Non Compliance,6 Month,2022-12-04,Compliance,2023-03-01,Compliance,3Month,2023-02-23,2023-05-23,12Month,2022-06-21,2023-06-21,Compliance,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,NSR-M,A249,,(No Record),Non Compliance,6 Month,2022-10-13,Action Needed,2023-02-22,Compliance,3Month,2023-02-21,2023-05-21,12Month,2022-10-13,2023-10-13,Compliance,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,NSR-M,Q1008,,(No Record),Non Compliance,6 Month,2022-12-26,Compliance,2023-03-21,Compliance,3Month,2023-03-20,2023-06-20,12Month,2022-04-20,2023-04-20,Action Needed,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,NSR-M,Q1010,,(No Record),Non Compliance,6 Month,2022-10-13,Action Needed,2023-03-01,Compliance,3Month,2023-02-28,2023-05-31,12Month,2022-07-05,2023-07-05,Compliance,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,NSR-T,Q1190,,(No Record),Non Compliance,6 Month,2022-12-05,Compliance,2023-02-22,Compliance,3Month,2023-02-16,2023-05-16,12Month,2022-12-05,2023-12-05,Compliance,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,NSR-U,N375,,(No Record),Non Compliance,6 Month,2023-03-02,Compliance,2023-03-10,Compliance,3Month,2023-03-02,2023-06-02,12Month,2022-04-04,2023-04-04,Critical,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,NSR-U,U010,,(No Record),Non Compliance,6 Month,2022-10-14,Action Needed,2022-10-18,Compliance,3Month,2023-01-23,2023-04-23,12Month,2022-10-14,2023-10-14,Action Needed,RIBTLM - Calibration Area,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,NSR-U,U032,,(No Record),Non Compliance,6 Month,2023-02-14,Compliance,2023-02-15,Compliance,3Month,2023-02-14,2023-05-14,12Month,2023-02-14,2024-02-14,Compliance,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,NSR-U,U036,,(No Record),Non Compliance,6 Month,2022-12-13,Compliance,2023-03-05,Compliance,3Month,2023-03-02,2023-06-02,12Month,2022-12-13,2023-12-13,Compliance,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,PNG-CB,8137-51724,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-01-18,2023-04-18,12Month,2022-10-26,2023-10-26,Action Needed,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,PNG-CB,8689-51762,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-22,2023-06-22,12Month,2023-03-22,2024-03-22,Compliance,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,PNG-CB-R,8816-52012,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-13,2023-05-13,12Month,2023-02-13,2024-02-13,Compliance,,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,RMM-CA,60113,12 Month,2022-03-20,Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,RMM-CA,80390,12 Month,2023-02-13,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,RIBTLM - RA Cabinet,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,RMM-CA,80402,12 Month,2022-08-12,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,RMM-CA,90564,12 Month,2023-03-13,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,RMM-CA,90565,12 Month,2022-10-18,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,RMM-CA,90571,12 Month,2023-03-13,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,RMM-CA,90575,12 Month,2022-08-25,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-ING-RIBTLM
ASIA-ASIA,ING,Indonesia,KAL - Manggar OFS Base - 255,WCM,RMM-CA,90577,12 Month,2022-10-18,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-ING-RIBTLM
