Basin,Geounit,Country,FacilityNamewithFacilityID,BusinessLine,ModelID,SerialNo,CalibrationFrequencyinMonth,DateofLastCalibrationTest,CalibrationComplianceIndicator,LeakTestFrequencyinMonth,DateofLastLeakTest,LeakTestComplianceIndicator,LastLeakTestResultRecorded,LeakTestResultComplianceIndicator,ConfirmationInventoryFrequency,Dateoflastconfirmationinvtest,Dateofnextconfirmationinvtest,PhotoInventoryFrequency,DateofLastPhotoInvtest,DateofNextPhotoInvtest,ConfirmationPhotoComplianceIndicator,Located,PhysicalLocation,PAUControlSite
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,NSR-F|G5251,,(No Record),Non Compliance,12 Month,2023-02-17,Compliance,2023-02-17,Compliance,3Month,2023-02-17,2023-05-17,12Month,2023-02-17,2024-02-17,Compliance,SAVANNA DRILLING#408,Job,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,NSR-F|G5339,,(No Record),Non Compliance,12 Month,2022-05-21,Compliance,2022-06-28,Compliance,3Month,2023-02-20,2023-05-20,12Month,2022-05-25,2023-05-25,Compliance,SRAS -ISS-14,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,NSR-FC|G5050,,2013-09-09,Non Compliance,12 Month,2023-01-11,Compliance,2023-01-11,Compliance,3Month,2023-01-11,2023-04-11,12Month,2023-01-11,2024-01-11,Critical,RA Pit 1,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,NSR-FC|G5181,,(No Record),Non Compliance,12 Month,2023-01-31,Compliance,2023-02-17,Compliance,3Month,2023-02-17,2023-05-17,12Month,2023-02-17,2024-02-17,Compliance,SRAS-ISS-15,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,NSR-FC|G5224,,2014-08-02,Non Compliance,12 Month,2023-01-11,Compliance,2023-01-11,Compliance,3Month,2023-01-11,2023-04-11,12Month,2023-01-11,2024-01-11,Critical,RA Pit 3,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,NSR-FC|G5380,,2014-08-27,Non Compliance,12 Month,2023-01-31,Compliance,2023-02-17,Compliance,3Month,2023-01-31,2023-04-30,12Month,2022-10-01,2023-10-01,Compliance,RA Pit 4,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,NSR-FC|G5382,,(No Record),Non Compliance,12 Month,2023-01-11,Compliance,2023-01-11,Compliance,3Month,2023-03-14,2023-06-14,12Month,2023-03-14,2024-03-14,Compliance,AUSL-01,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,NSR-GB|2371ASA,,(No Record),Non Compliance,12 Month,2022-05-14,Compliance,2022-06-28,Compliance,3Month,2023-02-20,2023-05-20,12Month,2022-05-14,2023-05-14,Compliance,NU90_RSHOP,NU,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,NSR-GB|3515,,(No Record),Non Compliance,12 Month,2023-03-14,Compliance,2022-06-28,Action Needed,3Month,2023-03-14,2023-06-14,12Month,2023-03-14,2024-03-14,Compliance,NU90_RPIT,NU,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,NSR-LC|G6001,,(No Record),Non Compliance,12 Month,2023-01-11,Compliance,2023-01-11,Compliance,3Month,2023-01-11,2023-04-11,12Month,2023-01-11,2024-01-11,Critical,RA Pit 5,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,PNG-AA|1013-50640,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-20,2023-05-20,12Month,2023-02-20,2024-02-20,Compliance,RA PIT,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,PNG-AA|1013-51120,,2022-05-12,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-20,2023-05-20,12Month,2023-02-20,2024-02-20,Compliance,SHOP,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,PNG-BA|5092-7261,,2015-05-10,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-20,2023-05-20,12Month,2023-02-20,2024-02-20,Compliance,RA PIT,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,SM|149083,12 Month,2022-07-31,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,RSHOP,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,SM|149140,12 Month,2022-11-30,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,ROAD-GPS,Job,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,SM|149142,12 Month,2022-05-26,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,OFFICE,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,SM|2481,12 Month,2022-09-29,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,GOODS IN,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,STB-A3916-CS-1|T7-319,,2022-05-12,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-28,2023-05-31,,(No Record),(Not Applicable),Compliance,GOODS IN,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,,STB-A3916-CS-1|T8-426,,2022-05-12,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-28,2023-05-31,,(No Record),(Not Applicable),Compliance,GOODS IN,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Roma WL Operating Base - 2074,RPE,STB-A3916-CS-0,2|F6-615,,2022-09-24,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2022-12-19,2023-03-19,,(No Record),(Not Applicable),Non Compliance,GOODS IN,Shop,AURMA-WLES
ASIA-ASIA,APG,Australia,Toowoomba OFS Operating Base - 10493,RPS,LB7445/E&Z-P03,0155/10,,(No Record),Non Compliance,36 Month,2021-04-13,Compliance,2021-04-28,Compliance,3Month,2023-03-07,2023-06-07,12Month,2022-08-26,2023-08-26,Compliance,SHOP,,AUTO-FST
ASIA-ASIA,APG,Australia,Toowoomba OFS Operating Base - 10493,RPS,LB7445/E&Z-P03,0156/10,,(No Record),Non Compliance,36 Month,2021-04-13,Compliance,2021-04-29,Compliance,3Month,2023-03-07,2023-06-07,12Month,2022-08-26,2023-08-26,Compliance,SHOP,,AUTO-FST
ASIA-ASIA,APG,Australia,Toowoomba OFS Operating Base - 10493,RPS,LB7445/E&Z-P03,0157/10,,(No Record),Non Compliance,36 Month,2021-04-13,Compliance,2021-04-29,Compliance,3Month,2023-03-07,2023-06-07,12Month,2022-08-26,2023-08-26,Compliance,SHOP,,AUTO-FST
ASIA-ASIA,APG,Australia,Toowoomba OFS Operating Base - 10493,RPS,LB7445/E&Z-P03,0158/10,,(No Record),Non Compliance,36 Month,2021-04-13,Compliance,2021-04-29,Compliance,3Month,2023-03-07,2023-06-07,12Month,2022-08-29,2023-08-29,Compliance,SHOP,,AUTO-FST
ASIA-ASIA,APG,Australia,Toowoomba OFS Operating Base - 10493,RPS,SM,SM-261105,12 Month,2023-02-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,SHOP,,AUTO-FST
ASIA-ASIA,APG,Australia,Toowoomba OFS Operating Base - 10493,RPS,SM,SM-282291,12 Month,2023-02-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,SHOP,,AUTO-FST
ASIA-ASIA,APG,Australia,Toowoomba OFS Operating Base - 10493,RPS,SM,SM-302858,12 Month,2023-02-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,SHOP,,AUTO-FST
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,GSR-J|A5358,,(No Record),Non Compliance,12 Month,2022-09-12,Compliance,2022-10-24,Compliance,3Month,2023-03-23,2023-06-23,12Month,2022-03-16,2023-03-16,Non Compliance,SHOP-GPS,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,GSR-J|A5374,,2010-04-08,Non Compliance,12 Month,2022-05-25,Compliance,2022-09-01,Compliance,3Month,2023-03-23,2023-06-23,12Month,2022-03-16,2023-03-16,Non Compliance,NU90_NSHOP,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,GSR-J|A5593,,(No Record),Non Compliance,12 Month,2022-09-12,Compliance,2022-10-24,Compliance,3Month,2023-03-23,2023-06-23,12Month,2022-03-16,2023-03-16,Non Compliance,NU90_NSHOP,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,GSR-J|A5610,,(No Record),Non Compliance,12 Month,2022-09-12,Compliance,2022-10-24,Compliance,3Month,2023-03-23,2023-06-23,12Month,2022-03-16,2023-03-16,Non Compliance,ROAD-GPS,Job,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,GSR-U|1215,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-23,2023-06-23,12Month,2022-09-06,2023-09-06,Compliance,NU90_NSHOP,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,GSR-U|1237,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-23,2023-06-23,12Month,2022-09-06,2023-09-06,Compliance,NU90_NSHOP,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,GSR-U|375,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-23,2023-06-23,12Month,2022-09-06,2023-09-06,Compliance,NSHOP,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,GSR-U|380,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-23,2023-06-23,12Month,2022-09-06,2023-09-06,Compliance,NU90_NSHOP,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,GSR-Y|2323,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-23,2023-06-23,12Month,2022-09-06,2023-09-06,Compliance,NU90_NSHOP,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,GSR-Y|2726,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-23,2023-06-23,12Month,2022-09-06,2023-09-06,Compliance,NU90_NSHOP,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,GSR-Y|60/02,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-23,2023-06-23,12Month,2022-09-06,2023-09-06,Compliance,NU90_NSHOP,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,GSR-Y|60/13,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-03-23,2023-06-23,12Month,2022-12-08,2023-12-08,Compliance,NU90_NSHOP,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,NPV-CF|G5093,,2006-11-30,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-08-21,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,SHOP-GPS,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,NPV-MF|G5180,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-08-21,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,NU90_NSHOP_WL_Yard,NU,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,NSR-F|1578,,1997-11-19,Non Compliance,12 Month,2022-05-25,Compliance,2022-09-01,Compliance,3Month,2023-03-23,2023-06-23,12Month,2022-03-16,2023-03-16,Non Compliance,NU90_NSHOP_WL_Yard,NU,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,NSR-F|G5093,,2006-11-30,Non Compliance,12 Month,2022-09-12,Compliance,2022-10-24,Compliance,3Month,2023-03-23,2023-06-23,12Month,2022-03-16,2023-03-16,Non Compliance,SHOP-GPS,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,NSR-FC|G5180,,(No Record),Non Compliance,12 Month,2022-09-12,Compliance,2022-10-24,Compliance,3Month,2023-03-23,2023-06-23,12Month,2022-03-16,2023-03-16,Non Compliance,NSHOP_WL_Yard,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,NSR-GB|3649,,2001-04-24,Non Compliance,12 Month,2022-05-25,Compliance,2022-09-01,Compliance,3Month,2023-03-23,2023-06-23,12Month,2022-03-16,2023-03-16,Non Compliance,NU90_NSHOP_WL_Yard,NU,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,SM|149031,12 Month,2018-10-16,Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Shop-In,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,SM|149037,12 Month,2023-02-12,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,NU90_NSHOP,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,SM|279085,12 Month,2023-03-15,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,NU90_PDC Room,NU,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,RPE,,SM|305262,12 Month,2023-02-12,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,NU90_NSHOP,Shop,NZNPL-WLES
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,WCM,GSR-ZC,A3381,,(No Record),Non Compliance,12 Month,2022-07-22,Compliance,2022-08-03,Compliance,3Month,2023-02-27,2023-05-27,12Month,2022-07-22,2023-07-22,Compliance,,Job,ASIA-APG-NEZTLM
ASIA-ASIA,APG,New Zealand,New Plymouth OFS Base Integrated Base - 1696,WCM,NSR-U,4Q349,,(No Record),Non Compliance,12 Month,2022-07-22,Compliance,2022-08-03,Compliance,3Month,2023-02-27,2023-05-27,12Month,2022-07-22,2023-07-22,Compliance,,Job,ASIA-APG-NEZTLM
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,GSR-J|1893,,(No Record),Non Compliance,12 Month,2022-02-21,Non Compliance,2022-02-24,Compliance,3Month,2023-01-30,2023-04-30,12Month,2022-10-31,2023-10-31,Compliance,RADIATION AREA,Shop,PGPOM-WLES
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,GSR-J|A5261,,(No Record),Non Compliance,12 Month,2022-11-05,Compliance,2022-12-07,Compliance,3Month,2023-01-31,2023-04-30,12Month,2022-10-31,2023-10-31,Compliance,RADIATION AREA,Shop,PGPOM-WLES
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,GSR-J|A5618,,(No Record),Non Compliance,12 Month,2023-02-20,Compliance,2023-02-20,Compliance,3Month,2023-02-20,2023-05-20,12Month,2022-10-31,2023-10-31,Compliance,RADIATION AREA,Shop,PGPOM-WLES
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,GSR-J|A5659,,(No Record),Non Compliance,12 Month,2022-10-31,Compliance,2022-12-07,Compliance,3Month,2023-01-31,2023-04-30,12Month,2022-10-31,2023-10-31,Compliance,RADIATION AREA,Shop,PGPOM-WLES
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,GSR-U|2003,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-01-31,2023-04-30,12Month,2022-10-31,2023-10-31,Compliance,RADIATION AREA,Shop,PGPOM-WLES
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,GSR-Y|080-21,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-01-31,2023-04-30,12Month,2022-10-31,2023-10-31,Compliance,RADIATION AREA,Shop,PGPOM-WLES
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,GSR-Y|33/66,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-01-31,2023-04-30,12Month,2022-10-31,2023-10-31,Compliance,RADIATION AREA,Shop,PGPOM-WLES
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,NPV-CF|G5051,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-09-18,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,RADIATION AREA,Shop,PGPOM-WLES
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,NPV-MF|G5183,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2022-09-18,(Not Applicable),,2013-09-09,(Not Applicable),Not Applicable,RADIATION AREA,Shop,PGPOM-WLES
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,NSR-F|G5183,,(No Record),Non Compliance,12 Month,2022-11-05,Compliance,2022-12-07,Compliance,3Month,2023-01-31,2023-04-30,12Month,2022-10-31,2023-10-31,Compliance,RADIATION AREA,Shop,PGPOM-WLES
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,NSR-FC|G5051,,2004-12-01,Non Compliance,12 Month,2022-11-05,Compliance,2022-12-07,Compliance,3Month,2023-02-09,2023-05-09,12Month,2022-10-31,2023-10-31,Compliance,RADIATION AREA,Shop,PGPOM-WLES
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,PNG-BA|5080-7336,,2013-10-04,Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-01-31,2023-04-30,12Month,2022-10-31,2023-10-31,Compliance,RADIATION AREA,Shop,PGPOM-WLES
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,PNG-BA|5191-7464,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-01-31,2023-04-30,12Month,2022-10-31,2023-10-31,Compliance,RADIATION AREA,Shop,PGPOM-WLES
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,SM|208258A,12 Month,2022-12-09,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,AES Base,Shop,PGPOM-WLES
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,SM|237510,12 Month,2022-12-09,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,AES Base,Shop,PGPOM-WLES
ASIA-ASIA,APG,Papua New Guinea,PNG OFS Base Integrated Base - 8167,RPE,,SM|238167,12 Month,2022-12-09,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,AES Base,Shop,PGPOM-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GGLS-FZ|A3416,,(No Record),Non Compliance,12 Month,2022-08-22,Compliance,2022-09-26,Compliance,3Month,2023-01-19,2023-04-19,12Month,2022-04-12,2023-04-12,Critical,SP_JiangHan,Job,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GGLS-FZ|A3433,,(No Record),Non Compliance,12 Month,2022-06-17,Compliance,2022-08-25,Compliance,3Month,2023-01-19,2023-04-19,12Month,2022-08-12,2023-08-12,Action Needed,SP_JiangHan,Job,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GGLS-FZ|A3437,,2019-05-05,Non Compliance,12 Month,2022-08-23,Compliance,2022-09-26,Compliance,3Month,2023-01-19,2023-04-19,12Month,2022-08-23,2023-08-23,Action Needed,SP_JiangHan,Job,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GGLS-FZ|A3448,,(No Record),Non Compliance,12 Month,2022-08-23,Compliance,2022-09-26,Compliance,3Month,2023-01-19,2023-04-19,12Month,2022-08-23,2023-08-23,Action Needed,SP_JiangHan,Job,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GGLS-FZ|A3454,,(No Record),Non Compliance,12 Month,2022-06-13,Compliance,2022-08-25,Compliance,3Month,2023-01-19,2023-04-19,12Month,2022-07-26,2023-07-26,Action Needed,SP_JiangHan,Job,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GGLS-FZ|A3499,,(No Record),Non Compliance,12 Month,2022-06-17,Compliance,2022-08-25,Compliance,3Month,2023-02-15,2023-05-15,12Month,2022-06-17,2023-06-17,Compliance,SP_JiangHan,Job,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GGLS-FZ|A3505,,(No Record),Non Compliance,12 Month,2022-07-21,Compliance,2022-09-26,Compliance,3Month,2023-02-15,2023-05-15,12Month,2022-07-21,2023-07-21,Compliance,SP_JiangHan,Job,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GPV-V|4790,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,2021-01-27,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,SHOP,Shop,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GSR-J|3901,,2010-03-14,Non Compliance,12 Month,2023-02-18,Compliance,2023-02-18,Compliance,3Month,2023-02-18,2023-05-18,12Month,2022-08-27,2023-08-27,Compliance,NU90_SHOP,NU,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GSR-J|4790,,2011-05-06,Non Compliance,12 Month,2022-08-20,Compliance,2022-09-26,Compliance,3Month,2023-03-14,2023-06-14,12Month,2022-08-20,2023-08-20,Compliance,SHOP,Shop,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GSR-J|A5498,,2014-02-12,Non Compliance,12 Month,2022-09-19,Compliance,2023-02-28,Compliance,3Month,2023-03-03,2023-06-03,12Month,2022-09-19,2023-09-19,Compliance,NU90_SHOP,NU,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GSR-J|A5652,,(No Record),Non Compliance,12 Month,2022-06-01,Compliance,2022-08-25,Compliance,3Month,2023-01-19,2023-04-19,12Month,2022-08-15,2023-08-15,Action Needed,RA PIT_CNLC,,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GSR-U|N10026,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-07-12,2023-07-12,Compliance,RA PIT_CNLC,,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GSR-U|N10027,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-07-12,2023-07-12,Compliance,RA PIT_CNLC,,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GSR-U|N10068,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-07-12,2023-07-12,Compliance,RA PIT_CNLC,,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,GSR-U|N10069,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2023-02-15,2023-05-15,12Month,2022-07-12,2023-07-12,Compliance,RA PIT_CNLC,,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,NNLS-EWA|3750,,(No Record),Non Compliance,12 Month,2022-06-27,Compliance,2022-08-25,Compliance,3Month,2023-03-10,2023-06-10,12Month,2023-03-10,2024-03-10,Compliance,CNLC-FIT,Shop,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,NNLS-EWA|4837,,(No Record),Non Compliance,12 Month,2022-06-17,Compliance,2022-08-25,Compliance,3Month,2023-01-19,2023-04-19,12Month,2022-08-15,2023-08-15,Action Needed,RA PIT_CNLC,,CNCDU-WLES
ASIA-ASIA,CHG,China,Chengdu OFS Base - 560,RPE,,NNLS-EWA|4838,,(No Record),Non Compliance,12 Month,2022-07-26,Compliance,2022-09-26,Compliance,3Month,2023-01-19,2023-04-19,12Month,2022-07-26,2023-07-26,Action Needed,RA PIT_CNLC,,CNCDU-WLES
