Basin,Geounit,Country,Facility Name with Facility ID,Business Line,Model ID,Serial No,Calibration Frequency in Month,Date of Last Calibration Test,Calibration Compliance Indicator,Leak Test Frequency in Month,Date of Last Leak Test,Leak Test Compliance Indicator,Last Leak Test Result Recorded,Leak Test Result Compliance Indicator,Confirmation Inventory Frequency,Date of last confirmation inv test,Date of next confirmation inv test,Photo Inventory Frequency,Date of Last Photo Inv test,Date of Next Photo Inv test,Confirmation & Photo Compliance Indicator,Located,Physical Location,PAU / Countrol site
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,EQ-H619737,L4-257,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,6-Jan-20,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,EQ-H619737,L4-260,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,8-Mar-16,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GGLS-DA,A2649,,(No Record),Non Compliance,12 Month,24-Nov-22,Compliance,4-Feb-23,Compliance,3Month,2-Feb-23,2-May-23,12Month,24-Nov-22,24-Nov-23,Compliance,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GGLS-DA,A2667,,(No Record),Non Compliance,12 Month,12-Dec-22,Compliance,19-Dec-22,Compliance,3Month,19-Feb-23,19-May-23,12Month,12-Dec-22,12-Dec-23,Compliance,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GGLS-DA,A2824,,(No Record),Non Compliance,12 Month,17-Nov-22,Compliance,23-Dec-22,Compliance,3Month,23-Mar-23,23-Jun-23,12Month,17-Nov-22,17-Nov-23,Compliance,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GGLS-DA,A2933,,(No Record),Non Compliance,12 Month,11-Feb-23,Compliance,4-Mar-23,Compliance,3Month,3-Mar-23,3-Jun-23,12Month,11-Feb-23,11-Feb-24,Compliance,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GGLS-DA,A2982,,(No Record),Non Compliance,12 Month,1-Apr-22,Critical,7-Jun-22,Compliance,3Month,2-Feb-23,2-May-23,12Month,1-Apr-22,1-Apr-23,Critical,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GGLS-DA,A3487,,(No Record),Non Compliance,12 Month,11-Aug-22,Compliance,5-Dec-22,Compliance,3Month,31-Jan-23,30-Apr-23,12Month,11-Aug-22,11-Aug-23,Compliance,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GSR-D,063-08,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,11-Feb-23,11-May-23,12Month,24-Aug-22,24-Aug-23,Compliance,,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GSR-D,070-32,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,11-Feb-23,11-May-23,12Month,24-Aug-22,24-Aug-23,Compliance,,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GSR-D,071-25,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,13-Mar-23,13-Jun-23,12Month,24-Aug-22,24-Aug-23,Compliance,,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GSR-Z,A2603,,(No Record),Non Compliance,12 Month,11-Oct-22,Compliance,2-Jan-23,Compliance,3Month,23-Mar-23,23-Jun-23,12Month,11-Oct-22,11-Oct-23,Compliance,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GSR-Z,A2865,,(No Record),Non Compliance,12 Month,29-Dec-22,Compliance,17-Mar-23,Compliance,3Month,3-Mar-23,3-Jun-23,12Month,7-Mar-23,7-Mar-24,Compliance,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GSR-Z,A3360,,(No Record),Non Compliance,12 Month,30-Aug-22,Compliance,3-Mar-23,Compliance,3Month,1-Mar-23,1-Jun-23,12Month,30-Aug-22,30-Aug-23,Compliance,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GSR-ZC,A3157,,(No Record),Non Compliance,12 Month,8-Jan-23,Compliance,11-Jan-23,Compliance,3Month,13-Mar-23,13-Jun-23,12Month,29-Nov-22,29-Nov-23,Compliance,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GSR-ZC,A3311,,(No Record),Non Compliance,12 Month,16-Nov-22,Compliance,19-Nov-22,Compliance,3Month,9-Jan-23,9-Apr-23,12Month,16-Nov-22,16-Nov-23,Critical,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GSR-ZC,A3312,,(No Record),Non Compliance,12 Month,14-Nov-22,Compliance,21-Nov-22,Compliance,3Month,21-Jan-23,21-Apr-23,12Month,14-Nov-22,14-Nov-23,Action Needed,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GSR-ZD,A3451,,(No Record),Non Compliance,12 Month,27-Feb-23,Compliance,4-Mar-23,Compliance,3Month,3-Mar-23,3-Jun-23,12Month,27-Feb-23,27-Feb-24,Compliance,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,GSR-ZD,A5727,,(No Record),Non Compliance,12 Month,11-Oct-22,Compliance,23-Jan-23,Compliance,3Month,31-Jan-23,30-Apr-23,12Month,11-Oct-22,11-Oct-23,Compliance,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,NPV-ST,Q1402,,(No Record),Non Compliance,12 Month,27-Feb-23,Compliance,4-Mar-23,Compliance,3Month,3-Mar-23,3-Jun-23,12Month,27-Feb-23,27-Feb-24,Compliance,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,NSR-T,H07,,(No Record),Non Compliance,12 Month,11-Oct-22,Compliance,2-Jan-23,Compliance,3Month,31-Jan-23,30-Apr-23,12Month,11-Oct-22,11-Oct-23,Compliance,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,NSR-T,Q1097,,(No Record),Non Compliance,12 Month,29-Dec-22,Compliance,17-Mar-23,Compliance,3Month,13-Mar-23,13-Jun-23,12Month,29-Dec-22,29-Dec-23,Compliance,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,NSR-T,Q1211,,(No Record),Non Compliance,12 Month,30-Aug-22,Compliance,3-Mar-23,Compliance,3Month,1-Mar-23,1-Jun-23,12Month,30-Aug-22,30-Aug-23,Compliance,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,NSR-U,Q1136,,(No Record),Non Compliance,12 Month,29-Nov-22,Compliance,11-Jan-23,Compliance,3Month,13-Mar-23,13-Jun-23,12Month,29-Nov-22,29-Nov-23,Compliance,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,NSR-U,Q1278,,(No Record),Non Compliance,12 Month,16-Nov-22,Compliance,19-Nov-22,Compliance,3Month,9-Jan-23,9-Apr-23,12Month,16-Nov-22,16-Nov-23,Critical,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,NSR-U,Q1279,,(No Record),Non Compliance,12 Month,14-Nov-22,Compliance,21-Nov-22,Compliance,3Month,21-Jan-23,21-Apr-23,12Month,14-Nov-22,14-Nov-23,Action Needed,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB,8105-50854,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,11-Feb-23,11-May-23,12Month,1-Mar-22,1-Mar-23,Non Compliance,CHSTLM-LWD IST,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB,8268-51912,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,19-Mar-23,19-Jun-23,12Month,16-Sep-22,16-Sep-23,Compliance,CHSTLM-LWD IST,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB,8305-51939,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,19-Mar-23,19-Jun-23,12Month,30-Mar-22,30-Mar-23,Critical,CHSTLM-LWD IST,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB,8484-51941,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,3-Mar-23,3-Jun-23,12Month,24-Mar-22,24-Mar-23,Non Compliance,CHSTLM-LWD IST,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB,8543-51938,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,19-Mar-23,19-Jun-23,12Month,25-May-22,25-May-23,Compliance,CHSTLM-LWD IST,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB,8872-51727,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,23-Mar-23,23-Jun-23,12Month,15-Sep-22,15-Sep-23,Compliance,CHSTLM-LWD IST,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB,8898-51572,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,19-Mar-23,19-Jun-23,12Month,20-Dec-22,20-Dec-23,Compliance,CHSTLM-LWD IST,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8191-51926,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,13-Mar-23,13-Jun-23,12Month,26-Oct-22,26-Oct-23,Compliance,CHSTLM-LWD IST,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8281-51971,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,26-Feb-23,26-May-23,12Month,26-Feb-23,26-Feb-24,Compliance,CHSTLM-LWD IST,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8310-51985,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,2-Feb-23,2-May-23,12Month,27-Sep-23,27-Sep-24,Compliance,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8326-51973,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,10-Mar-23,10-Jun-23,12Month,27-Oct-22,27-Oct-23,Compliance,CHSTLM-LWD IST,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8341-52225,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,6-Mar-23,6-Jun-23,12Month,27-Oct-22,27-Oct-23,Compliance,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8392-51856,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,13-Mar-23,13-Jun-23,12Month,21-Nov-22,21-Nov-23,Compliance,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8527-52246,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,14-Jan-23,14-Apr-23,12Month,5-Jul-22,5-Jul-23,Action Needed,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8583-52287,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,12-Feb-23,12-May-23,12Month,15-Sep-22,15-Sep-23,Compliance,CHSTLM-LWD IST,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8651-51990,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,3-Mar-23,3-Jun-23,12Month,5-Jul-22,5-Jul-23,Compliance,CHSTLM-LWD IST,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8681-52222,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,26-Jan-23,26-Apr-23,12Month,2-Apr-23,2-Apr-24,Action Needed,CHSTLM-LWD IST,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8743-52329,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,22-Jan-23,22-Apr-23,12Month,4-Aug-22,4-Aug-23,Action Needed,,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8747-51857,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,22-Mar-23,22-Jun-23,12Month,13-Jan-23,13-Jan-24,Compliance,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8767-52314,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,22-Jan-23,22-Apr-23,12Month,4-Aug-22,4-Aug-23,Action Needed,,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8793-51984,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,3-Feb-23,3-May-23,12Month,27-Sep-22,27-Sep-23,Compliance,CHSTLM-LWD IST,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8811-51872,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,23-Mar-23,23-Jun-23,12Month,26-Dec-22,26-Dec-23,Compliance,CHSTLM-LWD IST,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,PNG-CB-R,8841-52259,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,19-Mar-23,19-Jun-23,12Month,26-Dec-22,26-Dec-23,Compliance,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RMM-CA,50001,12 Month,7-Mar-22,Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RMM-CA,50013,12 Month,11-Feb-22,Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RMM-CA,60114,12 Month,16-Mar-23,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RMM-CA,60125,12 Month,11-Feb-22,Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RMM-CA,60132,12 Month,11-May-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RMM-CA,60144,12 Month,3-Apr-22,Critical,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RMM-CA,70244,12 Month,3-Apr-22,Critical,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RMM-CA,70251,12 Month,20-Feb-23,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RMM-CA,70266,12 Month,20-Feb-23,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RMM-CA,70278,12 Month,11-Feb-23,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RMM-CA,70292,12 Month,8-Mar-22,Non Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RSM-BAAG,70409,12 Month,30-Jun-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RSM-BAAG,70456,12 Month,6-Jun-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RSM-BAAG,100074,12 Month,27-Nov-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RSM-BAAG,149080,12 Month,20-Dec-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RSM-BAAG,149147,12 Month,25-May-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RSM-BABG,70248,12 Month,24-Apr-22,Action Needed,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RSM-BABG,70453,12 Month,29-Nov-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RSM-BABG,101289,12 Month,25-Jul-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RSM-BABG,101290,12 Month,7-Jul-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,Receiving,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RSM-BABG,147360,12 Month,6-May-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Job,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,RSM-BABG,215276,12 Month,13-Nov-22,Compliance,,(Not Applicable),Non Compliance,(Not Applicable),Ignore Case,,(Not Applicable),(Not Applicable),,(Not Applicable),(Not Applicable),Ignore Case,,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Huizhou Radioactive Warehouse - 18099,WCM,SFT-271,S1050,,(No Record),Non Compliance,12 Month,21-Nov-22,Compliance,22-Nov-22,Compliance,3Month,25-Jan-23,25-Apr-23,12Month,21-Nov-22,21-Nov-23,Action Needed,,Shop,ASIA-CHG-CHSTLM
ASIA-ASIA,CHG,China,Korla Integrated Base - 1282,RPE,,GSR-J|2930,,8-Oct-08,Non Compliance,12 Month,15-Jun-22,Compliance,25-Jul-22,Compliance,3Month,8-Mar-23,8-Jun-23,12Month,16-Aug-22,16-Aug-23,Compliance,NU90_SHOP_CNLK,Shop,CNKOL-WLES
ASIA-ASIA,CHG,China,Korla Integrated Base - 1282,RPE,,GSR-J|3822,,9-Sep-13,Non Compliance,12 Month,24-Jul-22,Compliance,25-Jul-22,Compliance,3Month,8-Mar-23,8-Jun-23,12Month,16-Aug-22,16-Aug-23,Compliance,NU90_SHOP_CNLK,Shop,CNKOL-WLES
ASIA-ASIA,CHG,China,Korla Integrated Base - 1282,RPE,,GSR-J|3926,,12-Jul-09,Non Compliance,12 Month,15-Jun-22,Compliance,25-Jul-22,Compliance,3Month,8-Mar-23,8-Jun-23,12Month,16-Aug-22,16-Aug-23,Compliance,SHOP-GPS,,CNKOL-WLES
ASIA-ASIA,CHG,China,Korla Integrated Base - 1282,RPE,,GSR-J|4830,,(No Record),Non Compliance,12 Month,21-Feb-23,Compliance,21-Feb-23,Compliance,3Month,21-Feb-23,21-May-23,12Month,16-Aug-22,16-Aug-23,Compliance,NU90_SHOP_CNLK,Shop,CNKOL-WLES
ASIA-ASIA,CHG,China,Korla Integrated Base - 1282,RPE,,GSR-J|A5607,,(No Record),Non Compliance,12 Month,15-Jun-22,Compliance,25-Jul-22,Compliance,3Month,27-Mar-23,27-Jun-23,12Month,16-Aug-22,16-Aug-23,Compliance,hua Tu Gou,Job,CNKOL-WLES
ASIA-ASIA,CHG,China,Korla Integrated Base - 1282,RPE,,GSR-U|1097,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,8-Mar-23,8-Jun-23,12Month,16-Aug-22,16-Aug-23,Compliance,NU90_SHOP_CNLK,Shop,CNKOL-WLES
ASIA-ASIA,CHG,China,Korla Integrated Base - 1282,RPE,,GSR-U|1904,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,8-Mar-23,8-Jun-23,12Month,16-Aug-22,16-Aug-23,Compliance,NU90_SHOP_CNLK,Shop,CNKOL-WLES
ASIA-ASIA,CHG,China,Korla Integrated Base - 1282,RPE,,GSR-U|1913,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,8-Mar-23,8-Jun-23,12Month,16-Aug-22,16-Aug-23,Compliance,NU90_SHOP_CNLK,Shop,CNKOL-WLES
ASIA-ASIA,CHG,China,Korla Integrated Base - 1282,RPE,,GSR-U|315053A,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,8-Mar-23,8-Jun-23,12Month,16-Aug-22,16-Aug-23,Compliance,NU90_SHOP_CNLK,Shop,CNKOL-WLES
ASIA-ASIA,CHG,China,Korla Integrated Base - 1282,RPE,,GSR-U|N10015,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,8-Mar-23,8-Jun-23,12Month,16-Aug-22,16-Aug-23,Compliance,NU90_SHOP_CNLK,Shop,CNKOL-WLES
ASIA-ASIA,CHG,China,Korla Integrated Base - 1282,RPE,,GSR-U|N10028,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,8-Mar-23,8-Jun-23,12Month,16-Aug-22,16-Aug-23,Compliance,NU90_SHOP_CNLK,Shop,CNKOL-WLES
